id;time;xs;ys;zs;ac;kurt
266;61866585812241;-9.67;-0.39;-1.01;1.67;0.00
267;61866625851304;-9.69;-0.58;0.26;1.54;0.00
268;61866645870835;-9.62;2.25;0.62;1.51;0.00
269;61866665859849;-9.79;0.19;-0.14;1.59;0.00
270;61866685879380;-9.57;-0.36;1.51;1.41;0.00
271;61866705898911;-9.72;-0.37;-1.01;1.67;0.00
272;61866725918442;-9.67;-0.20;0.35;1.53;0.00
273;61866745937974;-9.76;0.34;-1.26;1.70;0.00
274;61866765957505;-9.69;-0.38;-0.51;1.62;0.00
275;61866785977036;-9.69;-0.67;-0.08;1.58;0.00
276;61866805996567;-9.76;-0.18;-0.30;1.60;0.00
277;61866826016099;-9.65;0.58;0.26;1.54;0.00
278;61866846035630;-9.68;-0.08;0.13;1.56;0.00
279;61866866055161;-9.63;-0.77;0.68;1.50;0.00
280;61866886105210;-9.69;-0.18;0.37;1.53;0.00
281;61866906124741;-9.70;0.16;0.54;1.52;0.00
282;61866946163804;-9.71;-0.26;-0.55;1.63;0.00
283;61866966183335;-9.72;-0.41;-0.26;1.60;0.00
284;61866986202866;-9.70;-0.36;-0.13;1.58;0.00
285;61867006252915;-9.69;-0.09;-0.28;1.60;0.00
286;61867026272446;-9.68;0.17;-0.21;1.59;0.00
287;61867046291978;-9.74;0.29;-0.14;1.59;0.00
288;61867066311509;-9.68;-0.25;0.01;1.57;0.00
289;61867086331040;-9.74;-0.68;-0.04;1.57;0.00
290;61867106350571;-9.71;-0.33;-0.12;1.58;0.00
291;61867126400620;-9.72;0.46;0.01;1.57;0.00
292;61867146420151;-9.68;0.09;0.13;1.56;0.00
293;61867166439683;-9.74;-0.35;-0.15;1.59;0.00
294;61867186459214;-9.65;-0.36;-0.37;1.61;0.00
295;61867206478745;-9.71;-0.56;-0.20;1.59;0.00
296;61867226498276;-9.65;-0.07;0.17;1.55;0.00
297;61867246517808;-9.70;0.36;0.03;1.57;0.00
298;61867266567857;-9.71;-0.01;-0.06;1.58;0.00
299;61867286587388;-9.68;-0.29;-0.09;1.58;0.00
300;61867306576401;-9.70;-0.39;-0.29;1.60;0.00
301;61867326595933;-9.71;-0.45;-0.17;1.59;0.00
302;61867346645982;-9.69;-0.14;0.10;1.56;0.00
303;61867366665513;-9.65;0.31;0.11;1.56;0.00
304;61867406735093;-9.73;-0.39;-0.18;1.59;0.00
305;61867426815659;-9.69;-0.35;0.05;1.57;0.00
306;61867446835191;-9.68;-0.03;0.03;1.57;0.00
307;61867466854722;-9.71;-0.07;-0.32;1.60;0.00
308;61867506985337;-9.70;-0.15;-0.11;1.58;0.00
309;61867527004868;-10.04;-0.30;0.10;1.56;0.00
310;61867547054917;-9.66;-0.07;0.35;1.53;0.00
311;61867567074448;-9.67;-0.41;-0.57;1.63;0.00
312;61867607113511;-9.72;0.11;-0.62;1.63;0.00
313;61867627163560;-9.69;-0.08;-0.13;1.58;0.00
314;61867647183091;-9.63;-0.53;0.33;1.54;0.00
315;61867667233140;-9.68;-0.27;-0.10;1.58;0.00
316;61867707302720;-9.74;0.23;0.02;1.57;0.00
317;61867727352769;-9.73;-0.60;-0.07;1.58;0.00
318;61867767422349;-9.66;0.26;-0.24;1.60;0.00
319;61867807491929;-9.70;-0.27;0.21;1.55;0.00
320;61867827541978;-9.67;-0.33;-0.10;1.58;0.00
321;61867847592026;-9.68;0.02;-0.15;1.59;0.00
322;61867867611558;-9.68;-0.15;0.00;1.57;0.00
323;61867887631089;-9.68;-0.45;-0.05;1.58;0.00
324;61867907681138;-9.75;-0.12;-0.21;1.59;0.00
325;61867927700669;-9.72;0.18;0.03;1.57;0.00
326;61867947720200;-9.61;-0.34;0.00;1.57;0.00
327;61867967739732;-9.70;-0.32;-0.31;1.60;0.00
328;61867987789780;-9.67;0.08;-0.07;1.58;0.00
329;61868007809312;-9.68;-0.23;0.06;1.56;0.00
330;61868027859360;-9.67;-0.10;0.27;1.54;0.00
331;61868047878892;-9.67;-0.30;-0.22;1.59;0.00
332;61868067898423;-9.69;-0.25;-0.25;1.60;0.00
333;61868087887437;-9.67;-0.03;0.05;1.57;0.00
334;61868107937485;-9.74;0.14;-0.44;1.62;0.00
335;61868127957017;-9.70;-0.53;-0.05;1.58;0.00
336;61868167996079;-9.68;0.31;0.09;1.56;0.00
337;61868188015610;-9.72;-0.24;0.17;1.55;0.00
338;61868208065659;-9.75;-0.44;-0.19;1.59;0.00
339;61868228085191;-9.68;-0.13;-0.17;1.59;0.00
340;61868248074204;-9.68;-0.09;0.04;1.57;0.00
341;61868288204819;-9.71;0.06;-0.17;1.59;0.00
342;61868308193833;-9.75;-0.05;-0.24;1.60;0.00
343;61868328243882;-9.69;-0.25;0.10;1.56;0.00
344;61868348263413;-9.70;-0.23;-0.11;1.58;0.00
345;61868368282944;-9.74;-0.23;0.01;1.57;0.00
346;61868388332993;-9.69;-0.00;-0.23;1.59;0.00
347;61868408352525;-9.63;-0.22;-0.09;1.58;0.00
348;61868428372056;-9.62;-0.47;0.09;1.56;0.00
349;61868448422105;-9.69;-0.11;-0.05;1.58;0.00
350;61868468441636;-9.66;0.01;-0.27;1.60;0.00
351;61868488461167;-9.66;-0.14;-0.17;1.59;0.00
352;61868508541733;-9.72;-0.32;0.11;1.56;0.00
353;61868528561265;-9.71;-0.22;-0.03;1.57;0.00
354;61868548550278;-9.67;-0.04;-0.10;1.58;0.00
355;61868568630845;-9.70;-0.09;-0.21;1.59;0.00
356;61868588650376;-9.73;-0.27;-0.10;1.58;0.00
357;61868608669907;-9.68;-0.30;0.01;1.57;0.00
358;61868628750474;-9.70;-0.17;-0.09;1.58;0.00
359;61868648770005;-9.69;-0.04;-0.10;1.58;0.00
360;61868668789536;-9.67;-0.20;-0.07;1.58;0.00
361;61868688809067;-9.69;-0.28;-0.03;1.57;0.00
362;61868708859116;-9.70;-0.13;-0.09;1.58;0.00
363;61868728878648;-9.69;-0.03;-0.16;1.59;0.00
364;61868748928696;-9.75;-0.17;-0.04;1.57;0.00
365;61868768948228;-9.73;-0.16;-0.11;1.58;0.00
366;61868788937241;-9.67;-0.17;-0.07;1.58;0.00
367;61868808987290;-9.69;-0.15;-0.09;1.58;0.00
368;61868848995835;-9.68;-0.18;-0.12;1.58;0.00
369;61868869045884;-9.69;-0.17;-0.06;1.58;0.00
370;61868889065415;-9.64;-0.15;-0.08;1.58;0.00
371;61868929104478;-9.68;-0.05;-0.03;1.57;0.00
372;61868949124009;-9.72;-0.01;-0.13;1.58;0.00
373;61868969143540;-9.65;-0.18;-0.22;1.59;0.00
374;61868989224107;-9.73;-0.06;-0.19;1.59;0.00
375;61869009213120;-9.68;-0.27;-0.09;1.58;0.00
376;61869029263169;-9.68;-0.33;-0.11;1.58;0.00
377;61869049343735;-9.71;-0.32;-0.07;1.58;0.00
378;61869069363267;-9.68;-0.06;-0.01;1.57;0.00
379;61869089413316;-9.72;0.25;-0.11;1.58;0.00
380;61869109402329;-9.69;-0.32;-0.10;1.58;0.00
381;61869129452378;-9.67;-0.14;-0.02;1.57;0.00
382;61869149441392;-9.72;-0.10;-0.15;1.59;0.00
383;61869169460923;-9.68;-0.50;0.05;1.57;0.00
384;61869189541489;-9.73;-0.39;0.06;1.56;0.00
385;61869209561021;-9.67;-0.08;0.02;1.57;0.00
386;61869229550034;-9.74;0.29;-0.15;1.59;0.00
387;61869249569566;-9.67;-0.21;-0.23;1.59;0.00
388;61869269619614;-9.67;-0.64;0.10;1.56;0.00
389;61869289700181;-9.68;-0.22;-0.09;1.58;0.00
390;61869309719712;-9.71;0.10;-0.14;1.59;0.00
391;61869329739243;-9.73;-0.25;0.02;1.57;0.00
392;61869349789292;-9.77;0.03;-0.16;1.59;0.00
393;61869369808823;-9.74;0.09;-0.25;1.60;0.00
394;61869389828355;-9.71;-0.41;-0.09;1.58;0.00
395;61869409878403;-9.68;-0.57;0.21;1.55;0.00
396;61869429897935;-9.69;-0.14;0.27;1.54;0.00
397;61869449917466;-9.76;0.13;-0.46;1.62;0.00
398;61869469906480;-9.68;-0.18;-0.40;1.61;0.00
399;61869489926011;-9.67;-0.44;-0.22;1.59;0.00
400;61869509976060;-9.70;-0.16;0.19;1.55;0.00
401;61869529995591;-9.69;0.13;0.25;1.55;0.00
402;61869550015122;-9.74;-0.15;-0.28;1.60;0.00
403;61869570034653;-9.72;-0.41;-0.22;1.59;0.00
404;61869590084702;-9.70;-0.15;-0.14;1.59;0.00
405;61869610104233;-9.70;0.00;0.15;1.56;0.00
406;61869630123765;-9.72;-0.16;0.05;1.57;0.00
407;61869650143296;-9.69;-0.32;-0.22;1.59;0.00
408;61869670162827;-9.67;-0.15;-0.07;1.58;0.00
409;61869690182358;-9.68;-0.04;-0.04;1.57;0.00
410;61869710232407;-9.67;-0.25;0.06;1.56;0.00
411;61869730282456;-9.67;-0.24;-0.14;1.59;0.00
412;61869750301987;-9.70;-0.14;-0.18;1.59;0.00
413;61869770321519;-9.69;-0.05;-0.06;1.58;0.00
414;61869790402085;-9.69;-0.10;-0.01;1.57;0.00
415;61869810421616;-9.68;-0.32;-0.08;1.58;0.00
416;61869830471665;-9.67;-0.11;-0.16;1.59;0.00
417;61869850491196;-9.69;-0.05;-0.09;1.58;0.00
418;61869870541245;-9.65;-0.25;0.01;1.57;0.00
419;61869910610825;-9.71;-0.11;-0.08;1.58;0.00
420;61869930630357;-9.73;-0.20;-0.15;1.59;0.00
421;61869950680405;-9.67;-0.21;-0.04;1.57;0.00
422;61869990719468;-9.74;-0.12;-0.11;1.58;0.00
423;61870010738999;-9.63;-0.21;-0.05;1.58;0.00
424;61870030728013;-9.74;-0.21;-0.08;1.58;0.00
425;61870050778062;-9.69;-0.12;-0.06;1.58;0.00
426;61870070828110;-9.64;-0.19;-0.03;1.57;0.00
427;61870090847642;-9.79;-0.13;-0.12;1.58;0.00
428;61870110867173;-9.71;-0.22;-0.04;1.57;0.00
429;61870130917222;-9.68;-0.15;-0.04;1.57;0.00
430;61870150936753;-9.72;-0.15;-0.10;1.58;0.00
431;61870170956284;-9.71;-0.21;-0.07;1.58;0.00
432;61870211025864;-9.68;-0.06;-0.08;1.58;0.00
433;61870231045396;-9.70;-0.20;-0.10;1.58;0.00
434;61870251064927;-9.65;-0.26;-0.14;1.59;0.00
435;61870271084458;-9.64;-0.12;-0.07;1.58;0.00
436;61870291103989;-9.73;-0.11;-0.05;1.58;0.00
437;61870311093003;-9.73;-0.13;-0.07;1.58;0.00
438;61870331112534;-9.66;-0.19;-0.08;1.58;0.00
439;61870351132066;-9.71;-0.11;-0.07;1.58;0.00
440;61870391201646;-9.68;-0.17;-0.10;1.58;0.00
441;61870411221177;-9.72;-0.16;-0.09;1.58;0.00
442;61870431240708;-9.70;-0.11;-0.05;1.58;0.00
443;61870451229722;-9.67;-0.15;-0.09;1.58;0.00
444;61870471279771;-9.72;-0.18;-0.07;1.58;0.00
445;61870491299302;-9.67;-0.15;-0.08;1.58;0.00
446;61870511318833;-9.70;-0.16;-0.10;1.58;0.00
447;61870531338364;-9.76;-0.14;-0.02;1.57;0.00
448;61870551327378;-9.68;-0.15;-0.03;1.57;0.00
449;61870571377427;-9.68;-0.15;-0.06;1.58;0.00
450;61870591396958;-9.72;-0.17;-0.10;1.58;0.00
451;61870611416489;-9.64;-0.17;-0.12;1.58;0.00
452;61870631405503;-9.64;-0.21;-0.09;1.58;0.00
453;61870651455552;-9.74;-0.16;-0.11;1.58;0.00
454;61870671475083;-9.70;-0.21;-0.08;1.58;0.00
455;61870691494614;-9.69;-0.13;-0.07;1.58;0.00
456;61870711544663;-9.72;-0.12;-0.08;1.58;0.00
457;61870731564194;-9.68;-0.23;-0.09;1.58;0.00
458;61870751553208;-9.69;-0.12;-0.03;1.57;0.00
